onset	duration	sample	trial_type	response_time	stim_file	value	face_type	event_type	event_order	trial_dist	time_dist
25.47854545	n/a	n/a	unfamiliar_new	n/a	u094.bmp	13	unfamiliar	faces	1	0	0
26.13490909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
28.50127273	n/a	n/a	scrambled_new	n/a	s117.bmp	17	scrambled	faces	1	0	0
29.35672727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
31.64218182	n/a	n/a	scrambled_second_early	n/a	s117.bmp	18	scrambled	faces	2	1	3.1409
32.38945455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
34.86581818	n/a	n/a	famous_new	n/a	f113.bmp	5	famous	faces	1	0	0
35.63309091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
37.94036364	n/a	n/a	famous_second_early	n/a	f113.bmp	6	famous	faces	2	1	3.0745
38.83854545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
41.14763636	n/a	n/a	scrambled_new	n/a	s032.bmp	17	scrambled	faces	1	0	0
41.82127273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
44.35490909	n/a	n/a	scrambled_second_early	n/a	s032.bmp	18	scrambled	faces	2	1	3.2073
45.37672727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
47.57854545	n/a	n/a	scrambled_new	n/a	s059.bmp	17	scrambled	faces	1	0	0
48.39036364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
50.85309091	n/a	n/a	scrambled_second_early	n/a	s059.bmp	18	scrambled	faces	2	1	3.2745
51.96945455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
53.96036364	n/a	n/a	unfamiliar_new	n/a	u025.bmp	13	unfamiliar	faces	1	0	0
57.00036364	n/a	n/a	unfamiliar_second_early	n/a	u025.bmp	14	unfamiliar	faces	2	1	3.04
57.65581818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
60.19127273	n/a	n/a	unfamiliar_second_late	n/a	u094.bmp	15	unfamiliar	faces	2	11	34.7127
61.17854545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
63.41581818	n/a	n/a	unfamiliar_new	n/a	u017.bmp	13	unfamiliar	faces	1	0	0
64.26945455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
66.48945455	n/a	n/a	scrambled_new	n/a	s115.bmp	17	scrambled	faces	1	0	0
67.314	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
69.74672727	n/a	n/a	unfamiliar_new	n/a	u068.bmp	13	unfamiliar	faces	1	0	0
70.52672727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
72.77036364	n/a	n/a	unfamiliar_second_early	n/a	u068.bmp	14	unfamiliar	faces	2	1	3.0236
73.35854545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
75.97763636	n/a	n/a	famous_new	n/a	f009.bmp	5	famous	faces	1	0	0
76.71218182	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
79.08490909	n/a	n/a	unfamiliar_new	n/a	u069.bmp	13	unfamiliar	faces	1	0	0
80.06490909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
82.20854545	n/a	n/a	famous_new	n/a	f035.bmp	5	famous	faces	1	0	0
83.13763636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	button_press	0	0	0
85.46581818	n/a	n/a	unfamiliar_second_late	n/a	u017.bmp	15	unfamiliar	faces	2	7	22.05
86.42127273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	button_press	0	0	0
